,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
888,762,Steenee,Frubaila,アママイコ (Amamaiko),7,Normal,Fruit Pokémon,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62,120,70,102,Medium Slow,1,Grass,,0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
889,763,Tsareena,Fruyal,アマージョ (Amajo),7,Normal,Fruit Pokémon,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72,45,70,230,Medium Slow,1,Grass,,0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
890,764,Comfey,Curelei,キュワワー (Cuwawa),7,Normal,Posy Picker Pokémon,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100,60,70,170,Fast,1,Grass,,25,20,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
891,765,Oranguru,Kommandutan,ヤレユータン (Yareyuutan),7,Normal,Sage Pokémon,2,Normal,Psychic,1.5,76,3,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60,45,70,172,Slow,1,Field,,50,20,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
892,766,Passimian,Quartermak,ナゲツケサル (Nagetukesaru),7,Normal,Teamwork Pokémon,1,Fighting,,2,82.8,2,Receiver,,Defiant,490,100,120,90,40,60,80,45,70,172,Slow,1,Field,,50,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
893,767,Wimpod,Reißlaus,コソクムシ (Kosokumushi),7,Normal,Turn Tail Pokémon,2,Bug,Water,0.5,12,1,Wimp Out,,,230,25,35,40,20,30,80,90,70,46,Medium Fast,2,Bug,Water 3,50,20,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
894,768,Golisopod,Tectass,グソクムシャ (Gusokumusha),7,Normal,Hard Scale Pokémon,2,Bug,Water,2,108,1,Emergency Exit,,,530,75,125,140,60,90,40,45,70,186,Medium Fast,2,Bug,Water 3,50,20,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
895,769,Sandygast,Sankabuh,スナバァ (Sunaba),7,Normal,Sand Heap Pokémon,2,Ghost,Ground,0.5,70,2,Water Compaction,,Sand Veil,320,55,55,80,70,45,15,140,70,64,Medium Fast,1,Amorphous,,50,15,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
896,770,Palossand,Colossand,シロデスナ (Sirodethna),7,Normal,Sand Castle Pokémon,2,Ghost,Ground,1.3,250,2,Water Compaction,,Sand Veil,480,85,75,110,100,75,35,60,70,168,Medium Fast,1,Amorphous,,50,15,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
897,771,Pyukumuku,Gufa,ナマコブシ (Namakobushi),7,Normal,Sea Cucumber Pokémon,1,Water,,0.3,1.2,2,Innards Out,,Unaware,410,55,60,130,30,130,5,60,70,144,Fast,1,Water 1,,50,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
898,772,Type: Null,Typ:Null,タイプ：ヌル (Type: Null),7,Sub Legendary,Synthetic Pokémon,1,Normal,,1.9,120.5,1,Battle Armor,,,534,95,95,95,95,95,59,3,0,107,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
899,773,Silvally,Amigento,シルヴァディ (Silvady),7,Sub Legendary,Synthetic Pokémon,1,Normal,,2.3,100.5,1,RKS System,,,570,95,95,95,95,95,95,3,0,257,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
900,774,Minior Meteor Form,Meteno,メテノ (Meteno),7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,40,1,Shields Down,,,440,60,60,100,60,100,60,30,70,154,Medium Slow,1,Mineral,,,25,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
901,774,Minior Core Form,Meteno,メテノ (Meteno),7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,0.3,1,Shields Down,,,500,60,100,60,100,60,120,30,70,175,Medium Slow,1,Mineral,,,25,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
902,775,Komala,Koalelu,ネッコアラ (Nekkoara),7,Normal,Drowsing Pokémon,1,Normal,,0.4,19.9,1,Comatose,,,480,65,115,65,75,95,65,45,70,168,Slow,1,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
903,776,Turtonator,Tortunator,バクガメス (Bakugames),7,Normal,Blast Turtle Pokémon,2,Fire,Dragon,2,212,1,Shell Armor,,,485,60,78,135,91,85,36,70,70,170,Medium Fast,2,Dragon,Monster,50,20,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
904,777,Togedemaru,Togedemaru,トゲデマル (Togedemaru),7,Normal,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96,180,70,152,Medium Fast,2,Fairy,Field,50,10,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
905,778,Mimikyu,Mimigma,ミミッキュ (Mimikkyu),7,Normal,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,,,476,55,90,80,50,105,96,45,70,167,Medium Fast,1,Amorphous,,50,20,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1
906,779,Bruxish,Knirfish,ハギギシリ (Hagigishiri),7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19,3,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92,80,70,166,Medium Fast,1,Water 2,,50,15,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
907,780,Drampa,Sen-Long,ジジーロン (Jijilong),7,Normal,Placid Pokémon,2,Normal,Dragon,3,185,3,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36,70,70,170,Medium Fast,2,Dragon,Monster,50,20,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2
908,781,Dhelmise,Moruda,ダダリン (Dadarin),7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210,1,Steelworker,,,517,70,131,100,86,90,40,25,70,181,Medium Fast,1,Mineral,,,25,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
909,782,Jangmo-o,Miniras,ジャラコ (Jyarako),7,Normal,Scaly Pokémon,1,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45,45,70,60,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
910,783,Hakamo-o,Mediras,ジャランゴ (Jyarango),7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47,3,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65,45,70,147,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
911,784,Kommo-o,Grandiras,ジャラランガ (Jyararanga),7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85,45,70,270,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4
912,785,Tapu Koko,Kapu-Riki,カプ・コケコ (Kapu-Kokeko),7,Sub Legendary,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,2,Electric Surge,,Telepathy,570,70,115,85,95,75,130,3,70,257,Slow,1,Undiscovered,,,15,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
913,786,Tapu Lele,Kapu-Fala,カプ・テテフ (Kapu-Tetefu),7,Sub Legendary,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,,Telepathy,570,70,85,75,130,115,95,3,70,257,Slow,1,Undiscovered,,,15,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
914,787,Tapu Bulu,Kapu-Toro,カプ・ブルル (Kapu-Bulul),7,Sub Legendary,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,,Telepathy,570,70,130,115,85,95,75,3,70,257,Slow,1,Undiscovered,,,15,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
915,788,Tapu Fini,Kapu-Kime,カプ・レヒレ (Kapu-Rehire),7,Sub Legendary,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,2,Misty Surge,,Telepathy,570,70,75,115,95,130,85,3,70,257,Slow,1,Undiscovered,,,15,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
916,789,Cosmog,Cosmog,コスモッグ (Cosmog),7,Legendary,Nebula Pokémon,1,Psychic,,0.2,0.1,1,Unaware,,,200,43,29,31,29,31,37,45,0,40,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
917,790,Cosmoem,Cosmovum,コスモウム (Cosmovum),7,Legendary,Protostar Pokémon,1,Psychic,,0.1,999.9,1,Sturdy,,,400,43,29,131,29,131,37,45,0,140,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
918,791,Solgaleo,Solgaleo,ソルガレオ (Solgaleo),7,Legendary,Sunne Pokémon,2,Psychic,Steel,3.4,230,1,Full Metal Body,,,680,137,137,107,113,89,97,45,0,306,Slow,1,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
919,792,Lunala,Lunala,ルナアーラ (Lunala),7,Legendary,Moone Pokémon,2,Psychic,Ghost,4,120,1,Shadow Shield,,,680,137,113,89,137,107,97,45,0,306,Slow,1,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
920,793,Nihilego,Anego,ウツロイド (Uturoid),7,Sub Legendary,Parasite Pokémon,2,Rock,Poison,1.2,55.5,1,Beast Boost,,,570,109,53,47,127,131,103,45,0,257,Slow,1,Undiscovered,,,120,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
921,794,Buzzwole,Masskito,マッシブーン (Massivoon),7,Sub Legendary,Swollen Pokémon,2,Bug,Fighting,2.4,333.6,1,Beast Boost,,,570,107,139,139,53,53,79,45,0,257,Slow,1,Undiscovered,,,120,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
922,795,Pheromosa,Schabelle,フェローチェ (Pheroache),7,Sub Legendary,Lissome Pokémon,2,Bug,Fighting,1.8,25,1,Beast Boost,,,570,71,137,37,137,37,151,45,0,257,Slow,1,Undiscovered,,,120,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
923,796,Xurkitree,Voltriant,デンジュモク (Denjyumoku),7,Sub Legendary,Glowing Pokémon,1,Electric,,3.8,100,1,Beast Boost,,,570,83,89,71,173,71,83,45,0,257,Slow,1,Undiscovered,,,120,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
924,797,Celesteela,Kaguron,テッカグヤ (Tekkaguya),7,Sub Legendary,Launch Pokémon,2,Steel,Flying,9.2,999.9,1,Beast Boost,,,570,97,101,103,107,101,61,45,0,257,Slow,1,Undiscovered,,,120,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
925,798,Kartana,Katagami,カミツルギ (Kamiturugi),7,Sub Legendary,Drawn Sword Pokémon,2,Grass,Steel,0.3,0.1,1,Beast Boost,,,570,59,181,131,59,31,109,45,0,257,Slow,1,Undiscovered,,,120,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
926,799,Guzzlord,Schlingking,アクジキング (Akuziking),7,Sub Legendary,Junkivore Pokémon,2,Dark,Dragon,5.5,888,1,Beast Boost,,,570,223,101,53,97,53,43,45,0,257,Slow,1,Undiscovered,,,120,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
927,800,Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Prism Pokémon,1,Psychic,,2.4,230,1,Prism Armor,,,600,97,107,101,127,89,79,255,0,270,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,1.5,1,1.5,1,1.5,1,1
928,800,Dusk Mane Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Prism Pokémon,2,Psychic,Steel,3.8,460,1,Prism Armor,,,680,97,157,127,113,109,77,3,0,306,Slow,1,Undiscovered,,,120,0.5,1.5,1,1,0.5,0.5,1,0,1.5,0.5,0.25,1,0.5,1.5,0.5,1.5,0.5,0.5
929,800,Dawn Wings Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Prism Pokémon,2,Psychic,Ghost,4.2,350,1,Prism Armor,,,680,97,113,109,157,127,77,3,0,306,Slow,1,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,3,1,3,1,1
930,800,Ultra Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Prism Pokémon,2,Psychic,Dragon,7.5,230,1,Neuroforce,,,754,97,167,97,167,97,129,3,0,339,Slow,1,Undiscovered,,,120,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
931,801,Magearna,Magearna,マギアナ (Magearna),7,Mythical,Artificial Pokémon,2,Steel,Fairy,1,80.5,1,Soul-Heart,,,600,80,95,115,130,115,65,3,0,270,Slow,1,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
932,802,Marshadow,Marshadow,マーシャドー (Marshadow),7,Mythical,Gloomdweller Pokémon,2,Fighting,Ghost,0.7,22.2,1,Technician,,,600,90,125,80,90,90,125,3,0,270,Slow,1,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2
933,803,Poipole,Venicro,ベベノム (Bevenom),7,Sub Legendary,Poison Pin Pokémon,1,Poison,,0.6,1.8,1,Beast Boost,,,420,67,73,67,73,67,73,45,0,189,Slow,1,Undiscovered,,,120,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
934,804,Naganadel,Agoyon,アーゴヨン (Agoyon),7,Sub Legendary,Poison Pin Pokémon,2,Poison,Dragon,3.6,150,1,Beast Boost,,,540,73,73,73,127,73,121,45,0,243,Slow,1,Undiscovered,,,120,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
935,805,Stakataka,Muramura,ツンデツンデ (Tundetunde),7,Sub Legendary,Rampart Pokémon,2,Rock,Steel,5.5,820,1,Beast Boost,,,570,61,131,211,53,101,13,30,0,257,Slow,1,Undiscovered,,,120,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
936,806,Blacephalon,Kopplosio,ズガドーン (Zugadoon),7,Sub Legendary,Fireworks Pokémon,2,Fire,Ghost,1.8,13,1,Beast Boost,,,570,53,127,53,151,79,107,30,0,257,Slow,1,Undiscovered,,,120,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
937,807,Zeraora,Zeraora,ゼラオラ (Zeraora),7,Mythical,Thunderclap Pokémon,1,Electric,,1.5,44.5,1,Volt Absorb,,,600,88,112,75,102,80,143,3,0,270,Slow,1,Undiscovered,,,120,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
938,808,Meltan,,,7,Mythical,Hex Nut Pokémon,1,Steel,,0.2,8,1,Magnet Pull,,,300,46,65,65,55,35,34,,,,Slow,1,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
939,809,Melmetal,,,7,Mythical,Hex Nut Pokémon,1,Steel,,2.5,800,1,Iron Fist,,,600,135,143,143,80,65,34,,,,Slow,1,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
940,810,Grookey,,,8,Normal,Chimp Pokémon,1,Grass,,0.3,5,2,Overgrow,,Grassy Surge,310,50,65,50,40,40,65,,,,Medium Slow,2,Field,Grass,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
941,811,Thwackey,,,8,Normal,Beat Pokémon,1,Grass,,0.7,14,2,Overgrow,,Grassy Surge,420,70,85,70,55,60,80,,,,Medium Slow,2,Field,Grass,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
942,812,Rillaboom,,,8,Normal,Drummer Pokémon,1,Grass,,2.1,90,2,Overgrow,,Grassy Surge,530,100,125,90,60,70,85,,,,Medium Slow,2,Field,Grass,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
943,813,Scorbunny,,,8,Normal,Rabbit Pokémon,1,Fire,,0.3,4.5,2,Blaze,,Libero,310,50,71,40,40,40,69,,,,Medium Slow,2,Field,Human-Like,,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
944,814,Raboot,,,8,Normal,Rabbit Pokémon,1,Fire,,0.6,9,2,Blaze,,Libero,420,65,86,60,55,60,94,,,,Medium Slow,2,Field,Human-Like,,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
945,815,Cinderace,,,8,Normal,Striker Pokémon,1,Fire,,1.4,33,2,Blaze,,Libero,530,80,116,75,65,75,119,,,,Medium Slow,2,Field,Human-Like,,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
946,816,Sobble,,,8,Normal,Water Lizard Pokémon,1,Water,,0.3,4,2,Torrent,,Sniper,310,50,40,40,70,40,70,,,,Medium Slow,2,Field,Water 1,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
947,817,Drizzile,,,8,Normal,Water lizard Pokémon,1,Water,,0.7,11.5,2,Torrent,,Sniper,420,65,60,55,95,55,90,,,,Medium Slow,2,Field,Water 1,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
948,818,Inteleon,,,8,Normal,Secret Agent Pokémon,1,Water,,1.9,45.2,2,Torrent,,Sniper,530,70,85,65,125,65,120,,,,Medium Slow,2,Field,Water 1,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
949,819,Skwovet,,,8,Normal,Cheeky Pokémon,1,Normal,,0.3,2.5,2,Cheek Pouch,,Gluttony,275,70,55,55,35,35,25,,,,Medium Fast,1,Field,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
950,820,Greedent,,,8,Normal,Greedy Pokémon,1,Normal,,0.6,6,2,Cheek Pouch,,Gluttony,460,120,95,95,55,75,20,,,,Medium Fast,1,Field,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
951,821,Rookidee,,,8,Normal,Tiny Bird Pokémon,1,Flying,,0.2,1.8,3,Keen Eye,Unnerve,Big Pecks,245,38,47,35,33,35,57,,,,Medium Slow,1,Flying,,,15,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
952,822,Corvisquire,,,8,Normal,Raven Pokémon,1,Flying,,0.8,16,3,Keen Eye,Unnerve,Big Pecks,365,68,67,55,43,55,77,,,,Medium Slow,1,Flying,,,15,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
953,823,Corviknight,,,8,Normal,Raven Pokémon,2,Flying,Steel,2.2,75,3,Pressure,Unnerve,Mirror Armor,495,98,87,105,53,85,67,,,,Medium Slow,1,Flying,,,15,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
954,824,Blipbug,,,8,Normal,Larva Pokémon,1,Bug,,0.4,8,3,Swarm,Compound Eyes,Telepathy,180,25,20,20,25,45,45,,,,Medium Fast,1,Bug,,,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
955,825,Dottler,,,8,Normal,Radome Pokémon,2,Bug,Psychic,0.4,19.5,3,Swarm,Compound Eyes,Telepathy,335,50,35,80,50,90,30,,,,Medium Fast,1,Bug,,,15,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
956,826,Orbeetle,,,8,Normal,Seven Spot Pokémon,2,Bug,Psychic,0.4,40.8,3,Swarm,Frisk,Telepathy,505,60,45,110,80,120,90,,,,Medium Fast,1,Bug,,,15,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1
957,827,Nickit,,,8,Normal,Fox Pokémon,1,Dark,,0.6,8.9,3,Run Away,Unburden,Stakeout,245,40,28,28,47,52,50,,,,Fast,1,Field,,,15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
958,828,Thievul,,,8,Normal,Fox Pokémon,1,Dark,,1.2,19.9,3,Run Away,Unburden,Stakeout,455,70,58,58,87,92,90,,,,Fast,1,Field,,,15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
959,829,Gossifleur,,,8,Normal,Flowering Pokémon,1,Grass,,0.4,2.2,3,Cotton Down,Regenerator,Effect Spore,250,40,40,60,40,60,10,,,,Medium Fast,1,Grass,,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
960,830,Eldegoss,,,8,Normal,Cotton Bloom Pokémon,1,Grass,,0.5,2.5,3,Cotton Down,Regenerator,Effect Spore,460,60,50,90,80,120,60,,,,Medium Fast,1,Grass,,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
961,831,Wooloo,,,8,Normal,Sheep Pokémon,1,Normal,,0.6,6,3,Fluffy,Run Away,Bulletproof,270,42,40,55,40,45,48,,,,Medium Fast,1,Field,,,15,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
962,832,Dubwool,,,8,Normal,Sheep Pokémon,1,Normal,,1.3,43,3,Fluffy,Steadfast,Bulletproof,490,72,80,100,60,90,88,,,,Medium Fast,1,Field,,,15,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
963,833,Chewtle,,,8,Normal,Snapping Pokémon,1,Water,,0.3,8.5,3,Strong Jaw,Shell Armor,Swift Swim,284,50,64,50,38,38,44,,,,Medium Fast,2,Monster,Water 1,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
964,834,Drednaw,,,8,Normal,Bite Pokémon,2,Water,Rock,1,115.5,3,Strong Jaw,Shell Armor,Swift Swim,485,90,115,90,48,68,74,,,,Medium Fast,2,Monster,Water 1,,20,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
965,835,Yamper,,,8,Normal,Puppy Pokémon,1,Electric,,0.3,13.5,2,Ball Fetch,,Rattled,270,59,45,50,40,50,26,,,,Fast,1,Field,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
966,836,Boltund,,,8,Normal,Dog Pokémon,1,Electric,,1,34,2,Strong Jaw,,Competitive,490,69,90,60,90,60,121,,,,Fast,1,Field,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
967,837,Rolycoly,,,8,Normal,Coal Pokémon,1,Rock,,0.3,12,3,Steam Engine,Heatproof,Flash Fire,240,30,40,50,40,50,30,,,,Medium Slow,1,Mineral,,,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
968,838,Carkol,,,8,Normal,Coal Pokémon,2,Rock,Fire,1.1,78,3,Steam Engine,Flame Body,Flash Fire,410,80,60,90,60,70,50,,,,Medium Slow,1,Mineral,,,15,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
969,839,Coalossal,,,8,Normal,Coal Pokémon,2,Rock,Fire,2.8,310.5,3,Steam Engine,Flame Body,Flash Fire,510,110,80,120,80,90,30,,,,Medium Slow,1,Mineral,,,15,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
970,840,Applin,,,8,Normal,Apple Core Pokémon,2,Grass,Dragon,0.2,0.5,3,Ripen,Gluttony,Bulletproof,260,40,40,80,40,40,20,,,,Erratic,2,Dragon,Grass,,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
971,841,Flapple,,,8,Normal,Apple Wing Pokémon,2,Grass,Dragon,0.3,1,3,Ripen,Gluttony,Hustle,485,70,110,80,95,60,70,,,,Erratic,2,Dragon,Grass,,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
972,842,Appletun,,,8,Normal,Apple Nectar Pokémon,2,Grass,Dragon,0.4,13,3,Ripen,Gluttony,Thick Fat,485,110,85,80,100,80,30,,,,Erratic,2,Dragon,Grass,,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
973,843,Silicobra,,,8,Normal,Sand Snake Pokémon,1,Ground,,2.2,7.6,3,Sand Spit,Shed Skin,Sand Veil,315,52,57,75,35,50,46,,,,Medium Fast,2,Dragon,Field,,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
974,844,Sandaconda,,,8,Normal,Sand Snake Pokémon,1,Ground,,3.8,65.5,3,Sand Spit,Shed Skin,Sand Veil,510,72,107,125,65,70,71,,,,Medium Fast,2,Dragon,Field,,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
975,845,Cramorant,,,8,Normal,Gulp Pokémon,2,Flying,Water,0.8,18,1,Gulp Missile,,,475,70,85,55,85,95,85,,,,Medium Fast,2,Flying,Water 1,,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
976,846,Arrokuda,,,8,Normal,Rush Pokémon,1,Water,,0.5,1,2,Swift Swim,,Propeller Tail,280,41,63,40,40,30,66,,,,Slow,1,Water 2,,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
977,847,Barraskewda,,,8,Normal,Skewer Pokémon,1,Water,,1.3,30,2,Swift Swim,,Propeller Tail,490,61,123,60,60,50,136,,,,Slow,1,Water 2,,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
